AlertID,CardHolderId,CardNumber,ExpirationDate,TransactionID,TransactionChannel,AmountUSD,MerchantName,EmailID,Location,IP,FraudAlertReason,RiskScore,Status
AL0179,QR444,xxxx-xxxx-xxxx-4444,07/2029,FCY339,Wallet,34.56,Kingfisher Plc,hijklmnopqrs@test.org,"Coventry, UK",72.217.36.105,Abnormal spending pattern,64,Investigating
AL0182,WX777,xxxx-xxxx-xxxx-7777,02/2030,YHS897,Telephone,0,Legal & General,lmnopqrstu@domain.co.uk,"London, UK",104.248.169.251,Suspicious zero amount attempt,93,Escalated
AL0183,YZ888,xxxx-xxxx-xxxx-8888,09/2025,FUA200,In store,567.89,Prudential Plc,vwxyzabcdef@example.com,"Edinburgh, UK",134.238.184.178,Compromised card,59,Under Review
AL0184,AB999,xxxx-xxxx-xxxx-9999,04/2024,XGM416,POS,12000,Aviva,ghijklmnopqrst@test.org,"Bristol, UK",136.226.102.90,High amount,89,Action Required
AL0185,CD000,xxxx-xxxx-xxxx-0000,11/2031,GZR303,ATM,6.78,RSA Insurance Group,uvwxyzabcdefg@mail.net,"Milan, Italy",185.220.100.240,Low value foreign,18,Fraud Detected
AL0186,EF111,xxxx-xxxx-xxxx-1111,05/2030,RNW777,Wallet,0,Centrica,hijklmnopqrs@web.info,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,97,Escalated
AL0187,GH222,xxxx-xxxx-xxxx-2222,12/2028,BUZ815,Online,34.56,SSE,tuvwxyza@domain.co.uk,"Birmingham, UK",192.42.116.198,No shopping history,43,Cleared
AL0188,IJ333,xxxx-xxxx-xxxx-3333,07/2027,IML270,Subscription,14000,National Express,bcdefghijk@example.com,"Nottingham, UK",72.217.36.105,High amount,82,Investigating
AL0190,MN555,xxxx-xxxx-xxxx-5555,08/2026,YND494,In store,0,Stagecoach Group,vwxyzabcdef@mail.net,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,92,Escalated
AL0191,OP666,xxxx-xxxx-xxxx-6666,03/2035,WBM103,POS,567.89,FirstGroup,ghijklmnopqrst@web.info,"Coventry, UK",104.248.169.251,Abnormal spending pattern,61,Under Review
AL0193,ST888,xxxx-xxxx-xxxx-8888,04/2031,COC852,Wallet,9.87,Mitchells & Butlers,hijklmnopqrs@example.com,"Rome, Italy",136.226.102.90,Low value foreign,12,Fraud Detected
AL0194,UV999,xxxx-xxxx-xxxx-9999,11/2024,NYA761,Online,0,Domino's Pizza Group,tuvwxyza@test.org,"London, UK",185.220.100.240,Suspicious zero amount attempt,95,Escalated
AL0197,AB234,xxxx-xxxx-xxxx-2345,08/2027,LOS475,In store,1.23,Ocado Group,vwxyzabcdef@domain.co.uk,"Sydney, Australia",72.217.36.105,Low value foreign,10,Fraud Detected
AL0198,CD567,xxxx-xxxx-xxxx-5678,02/2030,YPI638,POS,0,ASOS,ghijklmnopqrst@example.com,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,91,Escalated
AL0199,EF890,xxxx-xxxx-xxxx-8901,09/2025,NZI296,ATM,567.89,Boohoo Group,uvwxyzabcdefg@test.org,"Birmingham, UK",104.135.196.55,No shopping history,38,Cleared
AL0200,GH123,xxxx-xxxx-xxxx-1234,04/2024,OST843,Wallet,19000,Hargreaves Lansdown,hijklmnopqrs@mail.net,"Nottingham, UK",104.248.169.251,High amount,84,Action Required
AL0201,IJ456,xxxx-xxxx-xxxx-4567,11/2031,WHV542,Online,6.78,Abrdn,tuvwxyza@web.info,"Rome, Italy",134.238.184.178,Low value foreign,19,Fraud Detected
AL0202,KL789,xxxx-xxxx-xxxx-7890,05/2030,PJT562,Subscription,0,M&G Plc,bcdefghijk@domain.co.uk,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,96,Escalated
AL0203,MN012,xxxx-xxxx-xxxx-0123,12/2028,UVK345,Telephone,34.56,Phoenix Group Holdings,lmnopqrstu@example.com,"Coventry, UK",185.220.100.240,Abnormal spending pattern,60,Investigating
AL0204,OP345,xxxx-xxxx-xxxx-3456,07/2027,FAI261,In store,14000,Intermediate Capital Group,vwxyzabcdef@test.org,"Liverpool, UK",185.220.101.7,High amount,83,Under Review
AL0205,QR678,xxxx-xxxx-xxxx-6789,01/2032,VDZ611,POS,1.23,Schroders,ghijklmnopqrst@mail.net,"Lagos, Nigeria",192.42.116.198,Foreign location,11,Fraud Detected
AL0206,ST901,xxxx-xxxx-xxxx-9012,08/2026,QHJ632,ATM,0,F&C Investment Trust,uvwxyzabcdefg@web.info,"London, UK",72.217.36.105,Suspicious zero amount attempt,94,Escalated
AL0207,UV234,xxxx-xxxx-xxxx-2345,03/2035,TXY979,Wallet,567.89,Scottish Mortgage Investment Trust,hijklmnopqrs@domain.co.uk,"Edinburgh, UK",107.189.8.56,Compromised card,52,Investigating
AL0208,WX567,xxxx-xxxx-xxxx-5678,10/2029,FDC847,Online,16000,Alliance Trust,tuvwxyza@example.com,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL0209,YZ890,xxxx-xxxx-xxxx-8901,04/2031,BJT408,Subscription,9.87,Tesco,bcdefghijk@test.org,"Milan, Italy",104.248.169.251,Low value foreign,12,Fraud Detected
AL0210,AB111,xxxx-xxxx-xxxx-1111,11/2024,ZEF582,Telephone,0,Sainsbury's,lmnopqrstu@mail.net,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,95,Escalated
AL0211,CD222,xxxx-xxxx-xxxx-2222,06/2030,YLE751,In store,234.56,Barclays,vwxyzabcdef@web.info,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,61,Under Review
AL0212,EF333,xxxx-xxxx-xxxx-3333,01/2034,DYP776,POS,18000,Lloyds Bank,ghijklmnopqrst@domain.co.uk,"Nottingham, UK",185.220.100.240,High amount,86,Resolved
AL0213,GH444,xxxx-xxxx-xxxx-4444,08/2027,SOM992,ATM,1.23,HSBC,uvwxyzabcdefg@example.com,"Adelaide, Australia",185.220.101.7,Foreign IP,10,Fraud Detected
AL0214,IJ555,xxxx-xxxx-xxxx-5555,03/2030,AKR189,Wallet,0,BT Group,hijklmnopqrs@test.org,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,93,Escalated
AL0216,MN777,xxxx-xxxx-xxxx-7777,04/2031,OPN267,Subscription,19000,BP,bcdefghijk@web.info,"Liverpool, UK",107.189.8.56,High amount,87,Action Required
AL0217,OP888,xxxx-xxxx-xxxx-8888,11/2024,IZX209,Telephone,9.87,Shell,lmnopqrstu@domain.co.uk,"Rome, Italy",104.135.196.55,Low value foreign,19,Fraud Detected
AL0218,QR999,xxxx-xxxx-xxxx-9999,06/2030,GJF321,In store,0,Unilever,vwxyzabcdef@example.com,"London, UK",104.248.169.251,Suspicious zero amount attempt,98,Escalated
AL0219,ST000,xxxx-xxxx-xxxx-0000,01/2034,WQF719,POS,234.56,GlaxoSmithKline,ghijklmnopqrst@test.org,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,65,Investigating
AL0220,UV121,xxxx-xxxx-xxxx-1212,08/2027,BGT390,ATM,14000,AstraZeneca,uvwxyzabcdefg@mail.net,"Bristol, UK",136.226.102.90,High amount,81,Under Review
AL0221,WX343,xxxx-xxxx-xxxx-3434,03/2030,HLE515,Wallet,1.23,Rio Tinto,hijklmnopqrs@web.info,"Sydney, Australia",185.220.100.240,Foreign location,11,Fraud Detected
AL0222,YZ565,xxxx-xxxx-xxxx-5656,10/2029,PFR314,Online,0,BHP Group,tuvwxyza@domain.co.uk,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,92,Escalated
AL0223,AB787,xxxx-xxxx-xxxx-7878,05/2031,VTZ537,Subscription,567.89,Diageo,bcdefghijk@example.com,"Birmingham, UK",192.42.116.198,Compromised card,53,Under Review
AL0224,CD909,xxxx-xxxx-xxxx-9090,12/2023,RHC442,Telephone,16000,Reckitt Benckiser,lmnopqrstu@test.org,"Nottingham, UK",72.217.36.105,High amount,86,Action Required
AL0225,EF131,xxxx-xxxx-xxxx-1313,07/2029,RXX590,In store,9.87,London Stock Exchange,vwxyzabcdef@mail.net,"Rome, Italy",107.189.8.56,Low value foreign,14,Fraud Detected
AL0226,GH353,xxxx-xxxx-xxxx-3535,01/2033,ROC710,POS,0,National Grid,ghijklmnopqrst@web.info,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
AL0227,IJ575,xxxx-xxxx-xxxx-5757,08/2027,FGL527,ATM,34.56,Severn Trent,uvwxyzabcdefg@domain.co.uk,"Coventry, UK",104.248.169.251,Abnormal spending pattern,60,Investigating
AL0228,KL797,xxxx-xxxx-xxxx-7979,03/2030,XTN533,Wallet,17000,United Utilities,hijklmnopqrs@example.com,"Liverpool, UK",134.238.184.178,High amount,85,Resolved
AL0229,MN919,xxxx-xxxx-xxxx-9191,10/2029,BHH229,Online,1.23,Rolls-Royce,tuvwxyza@test.org,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL0230,OP101,xxxx-xxxx-xxxx-1010,05/2031,ICE353,Subscription,0,BAE Systems,bcdefghijk@mail.net,"London, UK",185.220.100.240,Suspicious zero amount attempt,97,Escalated
AL0231,QR323,xxxx-xxxx-xxxx-3232,12/2023,EJR475,Telephone,567.89,ITV,lmnopqrstu@web.info,"Edinburgh, UK",185.220.101.7,Compromised card,51,Investigating
AL0232,ST545,xxxx-xxxx-xxxx-5454,07/2029,ZZN733,In store,19000,BBC Studios,vwxyzabcdef@domain.co.uk,"Bristol, UK",192.42.116.198,High amount,84,Action Required
AL0233,UV767,xxxx-xxxx-xxxx-7676,01/2033,BGK776,POS,9.87,Royal Mail,ghijklmnopqrst@example.com,"Rome, Italy",72.217.36.105,Low value foreign,12,Fraud Detected
AL0234,WX989,xxxx-xxxx-xxxx-9898,08/2027,LXV338,ATM,0,EasyJet,uvwxyzabcdefg@test.org,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,91,Escalated
AL0236,AB222,xxxx-xxxx-xxxx-2222,10/2029,WVL744,Online,14000,British Airways,tuvwxyza@web.info,"Nottingham, UK",104.248.169.251,High amount,83,Under Review
AL0237,CD444,xxxx-xxxx-xxxx-4444,05/2031,QNE671,Subscription,1.23,Jaguar Land Rover,bcdefghijk@domain.co.uk,"Accra, Ghana",134.238.184.178,Foreign location,10,Fraud Detected
AL0238,EF666,xxxx-xxxx-xxxx-6666,12/2023,EFT636,Telephone,0,Next Plc,lmnopqrstu@example.com,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,98,Escalated
AL0239,GH888,xxxx-xxxx-xxxx-8888,07/2029,VMN152,In store,567.89,Marks & Spencer,vwxyzabcdef@test.org,"Coventry, UK",185.220.100.240,Abnormal spending pattern,64,Investigating
AL0240,IJ000,xxxx-xxxx-xxxx-0000,01/2033,AUZ950,POS,16000,JD Sports,ghijklmnopqrst@mail.net,"Liverpool, UK",185.220.101.7,High amount,80,Resolved
AL0241,KL111,xxxx-xxxx-xxxx-1111,08/2027,VIP413,ATM,9.87,Greggs,uvwxyzabcdefg@web.info,"Rome, Italy",192.42.116.198,Low value foreign,19,Fraud Detected
AL0242,MN222,xxxx-xxxx-xxxx-2222,03/2030,QUW101,Wallet,0,Whitbread,hijklmnopqrs@domain.co.uk,"London, UK",72.217.36.105,Suspicious zero amount attempt,99,Escalated
AL0243,OP333,xxxx-xxxx-xxxx-3333,10/2029,GHB672,Online,34.56,WPP,tuvwxyza@example.com,"Edinburgh, UK",107.189.8.56,Compromised card,56,Under Review
AL0244,QR444,xxxx-xxxx-xxxx-4444,05/2031,UGU016,Subscription,18000,Sage Group,bcdefghijk@test.org,"Bristol, UK",104.135.196.55,High amount,87,Action Required
AL0245,ST555,xxxx-xxxx-xxxx-5555,12/2023,NGT267,Telephone,1.23,Experian,lmnopqrstu@mail.net,"Sydney, Australia",104.248.169.251,Foreign IP,11,Fraud Detected
AL0246,UV666,xxxx-xxxx-xxxx-6666,07/2029,APG645,In store,0,Persimmon,vwxyzabcdef@web.info,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,92,Escalated
AL0248,YZ888,xxxx-xxxx-xxxx-8888,08/2027,RMJ074,ATM,19000,Barratt Developments,uvwxyzabcdefg@example.com,"Nottingham, UK",185.220.100.240,High amount,85,Investigating
AL0249,AB999,xxxx-xxxx-xxxx-9999,03/2030,FZZ997,Wallet,9.87,Kingfisher Plc,hijklmnopqrs@test.org,"Rome, Italy",185.220.101.7,Low value foreign,14,Fraud Detected
AL0250,CD000,xxxx-xxxx-xxxx-0000,10/2029,IEL045,Online,0,Standard Chartered,tuvwxyza@mail.net,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,95,Escalated
AL0251,EF111,xxxx-xxxx-xxxx-1111,05/2031,NNM426,Subscription,234.56,NatWest Group,bcdefghijk@web.info,"Coventry, UK",72.217.36.105,Abnormal spending pattern,61,Under Review
AL0252,GH222,xxxx-xxxx-xxxx-2222,12/2023,JJO797,Telephone,14000,Legal & General,lmnopqrstu@domain.co.uk,"Liverpool, UK",107.189.8.56,High amount,83,Action Required
AL0254,KL444,xxxx-xxxx-xxxx-4444,01/2033,CNZ261,POS,0,Aviva,ghijklmnopqrst@test.org,"London, UK",104.248.169.251,Suspicious zero amount attempt,94,Escalated
AL0255,MN555,xxxx-xxxx-xxxx-5555,08/2027,CHN633,ATM,567.89,RSA Insurance Group,uvwxyzabcdefg@mail.net,"Edinburgh, UK",134.238.184.178,Compromised card,50,Investigating
AL0256,OP666,xxxx-xxxx-xxxx-6666,03/2030,SFY734,Wallet,16000,Centrica,hijklmnopqrs@web.info,"Bristol, UK",136.226.102.90,High amount,89,Action Required
AL0257,QR777,xxxx-xxxx-xxxx-7777,10/2029,LPT011,Online,9.87,SSE,tuvwxyza@domain.co.uk,"Milan, Italy",185.220.100.240,Low value foreign,12,Fraud Detected
AL0258,ST888,xxxx-xxxx-xxxx-8888,05/2031,DOV373,Subscription,0,National Express,bcdefghijk@example.com,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,91,Escalated
AL0259,UV999,xxxx-xxxx-xxxx-9999,12/2023,ZHH834,Telephone,234.56,Go-Ahead Group,lmnopqrstu@test.org,"Birmingham, UK",192.42.116.198,No shopping history,38,Cleared
AL0260,WX000,xxxx-xxxx-xxxx-0000,07/2029,PJC515,In store,18000,Stagecoach Group,vwxyzabcdef@mail.net,"Nottingham, UK",72.217.36.105,High amount,86,Resolved
AL0261,YZ111,xxxx-xxxx-xxxx-1111,01/2033,CIU378,POS,1.23,FirstGroup,ghijklmnopqrst@web.info,"Rome, Italy",107.189.8.56,Low value foreign,10,Fraud Detected
AL0262,AB234,xxxx-xxxx-xxxx-2345,08/2027,JOY276,ATM,0,SSP Group,uvwxyzabcdefg@domain.co.uk,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
AL0263,CD567,xxxx-xxxx-xxxx-5678,03/2030,LXV090,Wallet,567.89,Mitchells & Butlers,hijklmnopqrs@example.com,"Coventry, UK",104.248.169.251,Abnormal spending pattern,62,Investigating
AL0264,EF890,xxxx-xxxx-xxxx-8901,10/2029,PGS467,Online,19000,Domino's Pizza Group,tuvwxyza@test.org,"Liverpool, UK",134.238.184.178,High amount,85,Action Required
AL0265,GH123,xxxx-xxxx-xxxx-1234,05/2031,GZC479,Subscription,9.87,Just Eat Takeaway,bcdefghijk@mail.net,"Sydney, Australia",136.226.102.90,Foreign IP,19,Fraud Detected
AL0266,IJ456,xxxx-xxxx-xxxx-4567,12/2023,DDP573,Telephone,0,Deliveroo,lmnopqrstu@web.info,"London, UK",185.220.100.240,Suspicious zero amount attempt,96,Escalated
AL0267,KL789,xxxx-xxxx-xxxx-7890,07/2029,XXL435,In store,234.56,Ocado Group,vwxyzabcdef@domain.co.uk,"Edinburgh, UK",185.220.101.7,Compromised card,54,Under Review
AL0268,MN012,xxxx-xxxx-xxxx-0123,01/2033,TFY453,POS,14000,ASOS,ghijklmnopqrst@example.com,"Bristol, UK",192.42.116.198,High amount,81,Investigating
AL0269,OP345,xxxx-xxxx-xxxx-3456,08/2027,GWZ786,ATM,1.23,Boohoo Group,uvwxyzabcdefg@test.org,"Milan, Italy",72.217.36.105,Low value foreign,10,Fraud Detected
AL0270,QR678,xxxx-xxxx-xxxx-6789,03/2030,DHB067,Wallet,0,Hargreaves Lansdown,hijklmnopqrs@mail.net,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,93,Escalated
AL0271,ST901,xxxx-xxxx-xxxx-9012,10/2029,QQP974,Online,567.89,Abrdn,tuvwxyza@web.info,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL0272,UV234,xxxx-xxxx-xxxx-2345,05/2031,LUD735,Subscription,16000,M&G Plc,bcdefghijk@domain.co.uk,"Nottingham, UK",104.248.169.251,High amount,88,Resolved
AL0273,WX567,xxxx-xxxx-xxxx-5678,12/2023,DJZ915,Telephone,9.87,Phoenix Group Holdings,lmnopqrstu@example.com,"Rome, Italy",134.238.184.178,Low value foreign,15,Fraud Detected
AL0274,YZ890,xxxx-xxxx-xxxx-8901,07/2029,NFN402,In store,0,Intermediate Capital Group,vwxyzabcdef@test.org,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,97,Escalated
AL0275,AB111,xxxx-xxxx-xxxx-1111,01/2033,XSP318,POS,234.56,Schroders,ghijklmnopqrst@mail.net,"Coventry, UK",185.220.100.240,Compromised card,58,Under Review
AL0276,CD222,xxxx-xxxx-xxxx-2222,08/2027,HZD618,ATM,18000,F&C Investment Trust,uvwxyzabcdefg@web.info,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL0277,EF333,xxxx-xxxx-xxxx-3333,03/2030,QVM151,Wallet,1.23,Scottish Mortgage Investment Trust,hijklmnopqrs@domain.co.uk,"Adelaide, Australia",192.42.116.198,Foreign location,11,Fraud Detected
AL0278,GH444,xxxx-xxxx-xxxx-4444,10/2029,JRD350,Online,0,Alliance Trust,tuvwxyza@example.com,"London, UK",72.217.36.105,Suspicious zero amount attempt,90,Escalated
AL0279,IJ555,xxxx-xxxx-xxxx-5555,05/2031,VCW994,Subscription,567.89,Tesco,bcdefghijk@test.org,"Edinburgh, UK",107.189.8.56,Abnormal spending pattern,65,Investigating
AL0280,KL666,xxxx-xxxx-xxxx-6666,12/2023,BIN893,Telephone,19000,Sainsbury's,lmnopqrstu@mail.net,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL0281,MN777,xxxx-xxxx-xxxx-7777,07/2029,TQK273,In store,9.87,Barclays,vwxyzabcdef@web.info,"Rome, Italy",104.248.169.251,Low value foreign,12,Fraud Detected
AL0282,OP888,xxxx-xxxx-xxxx-8888,01/2033,NMQ375,POS,0,Lloyds Bank,ghijklmnopqrst@domain.co.uk,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,94,Escalated
AL0283,QR999,xxxx-xxxx-xxxx-9999,08/2027,THC432,ATM,234.56,HSBC,uvwxyzabcdefg@example.com,"Birmingham, UK",136.226.102.90,No shopping history,42,Closed
AL0284,ST000,xxxx-xxxx-xxxx-0000,03/2030,WRB407,Wallet,14000,BT Group,hijklmnopqrs@test.org,"Nottingham, UK",185.220.100.240,High amount,83,Under Review
AL0285,UV121,xxxx-xxxx-xxxx-1212,10/2029,VZF241,Online,1.23,Vodafone,tuvwxyza@mail.net,"Lagos, Nigeria",185.220.101.7,Foreign IP,10,Fraud Detected
AL0286,WX343,xxxx-xxxx-xxxx-3434,05/2031,VTK284,Subscription,0,BP,bcdefghijk@web.info,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,91,Escalated
AL0288,AB787,xxxx-xxxx-xxxx-7878,07/2029,CMM418,In store,16000,Unilever,vwxyzabcdef@example.com,"Liverpool, UK",107.189.8.56,High amount,86,Resolved
AL0289,CD909,xxxx-xxxx-xxxx-9090,01/2033,SIW998,POS,9.87,GlaxoSmithKline,ghijklmnopqrst@test.org,"Rome, Italy",104.135.196.55,Low value foreign,14,Fraud Detected
AL0290,EF131,xxxx-xxxx-xxxx-1313,08/2027,VRA590,ATM,0,AstraZeneca,uvwxyzabcdefg@mail.net,"London, UK",104.248.169.251,Suspicious zero amount attempt,95,Escalated
AL0291,GH353,xxxx-xxxx-xxxx-3535,03/2030,PWO480,Wallet,234.56,Rio Tinto,hijklmnopqrs@web.info,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,61,Investigating
AL0292,IJ575,xxxx-xxxx-xxxx-5757,10/2029,HPD674,Online,18000,BHP Group,tuvwxyza@domain.co.uk,"Bristol, UK",136.226.102.90,High amount,87,Action Required
AL0293,KL797,xxxx-xxxx-xxxx-7979,05/2031,ROQ634,Subscription,1.23,Diageo,bcdefghijk@example.com,"Sydney, Australia",185.220.100.240,Foreign location,11,Fraud Detected
AL0294,MN919,xxxx-xxxx-xxxx-9191,12/2023,FCN769,Telephone,0,Reckitt Benckiser,lmnopqrstu@test.org,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,98,Escalated
AL0295,OP101,xxxx-xxxx-xxxx-1010,07/2029,GLK050,In store,567.89,London Stock Exchange,vwxyzabcdef@mail.net,"Birmingham, UK",192.42.116.198,No shopping history,43,Cleared
AL0296,QR323,xxxx-xxxx-xxxx-3232,01/2033,XVE826,POS,19000,National Grid,ghijklmnopqrst@web.info,"Nottingham, UK",72.217.36.105,High amount,84,Action Required
AL0297,ST545,xxxx-xxxx-xxxx-5454,08/2027,WYE564,ATM,9.87,Severn Trent,uvwxyzabcdefg@domain.co.uk,"Rome, Italy",107.189.8.56,Low value foreign,15,Fraud Detected
AL0298,UV767,xxxx-xxxx-xxxx-7676,03/2030,GJE283,Wallet,0,United Utilities,hijklmnopqrs@example.com,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
AL0299,WX989,xxxx-xxxx-xxxx-9898,10/2029,SCM149,Online,234.56,Rolls-Royce,tuvwxyza@test.org,"Coventry, UK",104.248.169.251,Abnormal spending pattern,62,Investigating
AL0300,YZ000,xxxx-xxxx-xxxx-0000,05/2031,TZL048,Subscription,14000,BAE Systems,bcdefghijk@mail.net,"Liverpool, UK",134.238.184.178,High amount,85,Resolved
AL0301,AB222,xxxx-xxxx-xxxx-2222,12/2023,HJO886,Telephone,1.23,ITV,lmnopqrstu@web.info,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL0302,CD444,xxxx-xxxx-xxxx-4444,07/2029,YFX438,In store,0,BBC Studios,vwxyzabcdef@domain.co.uk,"London, UK",185.220.100.240,Suspicious zero amount attempt,96,Escalated
AL0303,EF666,xxxx-xxxx-xxxx-6666,01/2033,IBG375,POS,567.89,Royal Mail,ghijklmnopqrst@example.com,"Edinburgh, UK",185.220.101.7,Compromised card,54,Under Review
AL0304,GH888,xxxx-xxxx-xxxx-8888,08/2027,LXU966,ATM,16000,EasyJet,uvwxyzabcdefg@test.org,"Bristol, UK",192.42.116.198,High amount,81,Investigating
AL0305,IJ000,xxxx-xxxx-xxxx-0000,03/2030,SVK744,Wallet,9.87,Ryanair,hijklmnopqrs@mail.net,"Rome, Italy",72.217.36.105,Low value foreign,12,Fraud Detected
AL0306,KL111,xxxx-xxxx-xxxx-1111,10/2029,WUO178,Online,0,British Airways,tuvwxyza@web.info,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,93,Escalated
AL0307,MN222,xxxx-xxxx-xxxx-2222,05/2031,FGZ203,Subscription,234.56,Jaguar Land Rover,bcdefghijk@domain.co.uk,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL0308,OP333,xxxx-xxxx-xxxx-3333,12/2023,ASH468,Telephone,18000,Next Plc,lmnopqrstu@example.com,"Nottingham, UK",104.248.169.251,High amount,88,Resolved
AL0310,ST555,xxxx-xxxx-xxxx-5555,01/2033,NRW122,POS,0,JD Sports,ghijklmnopqrst@mail.net,"Newcastle, UK",136.226.102.90,Suspicious zero amount attempt,97,Escalated
AL0311,UV666,xxxx-xxxx-xxxx-6666,08/2027,MGI231,ATM,567.89,Greggs,uvwxyzabcdefg@web.info,"Coventry, UK",185.220.100.240,No shopping history,44,Closed
AL0312,WX777,xxxx-xxxx-xxxx-7777,03/2030,SFH328,Wallet,19000,Whitbread,hijklmnopqrs@domain.co.uk,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL0313,YZ888,xxxx-xxxx-xxxx-8888,10/2029,IOC051,Online,9.87,WPP,tuvwxyza@example.com,"Rome, Italy",192.42.116.198,Low value foreign,15,Fraud Detected
AL0314,AB999,xxxx-xxxx-xxxx-9999,05/2031,QLX865,Subscription,0,Sage Group,bcdefghijk@test.org,"London, UK",72.217.36.105,Suspicious zero amount attempt,90,Escalated
AL0315,CD000,xxxx-xxxx-xxxx-0000,12/2023,DTO235,Telephone,234.56,Experian,lmnopqrstu@mail.net,"Edinburgh, UK",107.189.8.56,Compromised card,55,Under Review
AL0316,EF111,xxxx-xxxx-xxxx-1111,07/2029,WVD770,In store,14000,Persimmon,vwxyzabcdef@web.info,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL0317,GH222,xxxx-xxxx-xxxx-2222,01/2033,QTG774,POS,1.23,Taylor Wimpey,ghijklmnopqrst@domain.co.uk,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL0318,IJ333,xxxx-xxxx-xxxx-3333,08/2027,XXL925,ATM,0,Barratt Developments,uvwxyzabcdefg@example.com,"Sheffield, UK",134.238.184.178,Suspicious zero amount attempt,94,Escalated
AL0319,KL444,xxxx-xxxx-xxxx-4444,03/2030,UJG806,Wallet,567.89,Kingfisher Plc,hijklmnopqrs@test.org,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,61,Investigating
AL0320,MN555,xxxx-xxxx-xxxx-5555,10/2029,RIV158,Online,16000,Standard Chartered,tuvwxyza@mail.net,"Nottingham, UK",185.220.100.240,High amount,86,Resolved
AL0321,OP666,xxxx-xxxx-xxxx-6666,05/2031,HHH535,Subscription,9.87,NatWest Group,bcdefghijk@web.info,"Rome, Italy",185.220.101.7,Low value foreign,12,Fraud Detected
AL0322,QR777,xxxx-xxxx-xxxx-7777,12/2023,WHK191,Telephone,0,Legal & General,lmnopqrstu@domain.co.uk,"Newcastle, UK",192.42.116.198,Suspicious zero amount attempt,91,Escalated
AL0323,ST888,xxxx-xxxx-xxxx-8888,07/2029,STW901,In store,234.56,Prudential Plc,vwxyzabcdef@example.com,"Coventry, UK",72.217.36.105,No shopping history,38,Cleared
AL0324,UV999,xxxx-xxxx-xxxx-9999,01/2033,DEA435,POS,18000,Aviva,ghijklmnopqrst@test.org,"Liverpool, UK",107.189.8.56,High amount,85,Action Required
AL0325,WX000,xxxx-xxxx-xxxx-0000,08/2027,TBI790,ATM,1.23,RSA Insurance Group,uvwxyzabcdefg@mail.net,"Sydney, Australia",104.135.196.55,Foreign location,10,Fraud Detected
AL0326,YZ111,xxxx-xxxx-xxxx-1111,03/2030,WTN002,Wallet,0,Centrica,hijklmnopqrs@web.info,"London, UK",104.248.169.251,Suspicious zero amount attempt,96,Escalated
AL0327,AB234,xxxx-xxxx-xxxx-2345,10/2029,HSZ581,Online,567.89,SSE,tuvwxyza@domain.co.uk,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,64,Investigating
